date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:19	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%2265897a1c-139ac%22	https://devhostco.xyz/madifax/fonts/fa-solid-900.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-solid-900.woff2	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:20	104280/104280	---M--	200	added ('OK')	font/woff	etag:%2265897a1c-19758%22	https://devhostco.xyz/madifax/fonts/fa-solid-900.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-solid-900.woff	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:20	204528/204528	---M--	200	added ('OK')	application/octet-stream	etag:%2265897a1c-31ef0%22	https://devhostco.xyz/madifax/fonts/fa-solid-900.ttf	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/fa-solid-900.ttf	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:21	922603/922603	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265897a1c-e13eb%22	https://devhostco.xyz/madifax/images/fa-solid-900.svg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/fa-solid-900.svg	(from https://devhostco.xyz/madifax/css/all.min.css)
18:27:21	56856/56856	---M--	200	added ('OK')	application/octet-stream	etag:%22626cb6c8-de18%22	https://devhostco.xyz/madifax/fonts/IRANYekanBlack.ttf	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANYekanBlack.ttf	(from https://devhostco.xyz/madifax/css/style.css)
18:27:21	62448/62448	---M--	200	added ('OK')	application/octet-stream	etag:%22626cb6c8-f3f0%22	https://devhostco.xyz/madifax/fonts/IRANYekanThin.ttf	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANYekanThin.ttf	(from https://devhostco.xyz/madifax/css/style.css)
18:27:21	59344/59344	---M--	200	added ('OK')	application/octet-stream	etag:%22626cb6c8-e7d0%22	https://devhostco.xyz/madifax/fonts/IRANYekanMedium.ttf	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANYekanMedium.ttf	(from https://devhostco.xyz/madifax/css/style.css)
18:27:21	36141/36141	---M--	200	added ('OK')	font/woff	etag:%225fd06cfc-8d2d%22	https://devhostco.xyz/madifax/fonts/IRANSansWeb_Medium.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANSansWeb_Medium.woff	(from https://devhostco.xyz/madifax/css/style.css)
18:27:22	39693/39693	---M--	200	added ('OK')	font/woff	etag:%225fd06cfc-9b0d%22	https://devhostco.xyz/madifax/fonts/IRANSansWeb_Light.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANSansWeb_Light.woff	(from https://devhostco.xyz/madifax/css/style.css)
18:27:22	36629/36629	---M--	200	added ('OK')	font/woff	etag:%225fd06cfc-8f15%22	https://devhostco.xyz/madifax/fonts/IRANSansWeb_Bold.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANSansWeb_Bold.woff	(from https://devhostco.xyz/madifax/css/style.css)
18:27:22	36945/36945	---M--	200	added ('OK')	font/woff	etag:%225fd06cfc-9051%22	https://devhostco.xyz/madifax/fonts/IRANSansWeb_UltraLight.woff	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/IRANSansWeb_UltraLight.woff	(from https://devhostco.xyz/madifax/css/style.css)
18:27:22	50080/50080	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c3a0%22	https://devhostco.xyz/madifax/fonts/Estedad-Thin.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-Thin.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:22	51572/51572	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c974%22	https://devhostco.xyz/madifax/fonts/Estedad-ExtraBold.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-ExtraBold.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:23	51260/51260	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c83c%22	https://devhostco.xyz/madifax/fonts/Estedad-Bold.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-Bold.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:23	51368/51368	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c8a8%22	https://devhostco.xyz/madifax/fonts/Estedad-Light.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-Light.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:23	51408/51408	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c8d0%22	https://devhostco.xyz/madifax/fonts/Estedad-ExtraLight.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-ExtraLight.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:23	51500/51500	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c92c%22	https://devhostco.xyz/madifax/fonts/Estedad-Medium.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-Medium.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:24	51492/51492	---M--	200	added ('OK')	font/woff2	etag:%2212ced738-c924%22	https://devhostco.xyz/madifax/fonts/Estedad-SemiBold.woff2	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/fonts/Estedad-SemiBold.woff2	(from https://devhostco.xyz/madifax/css/style.css)
18:27:24	11716/11716	---M--	200	added ('OK')	image/png	etag:%22658f084a-2dc4%22	https://devhostco.xyz/madifax/images/arrow_icon.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/arrow_icon.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:24	193340/193340	---M--	200	added ('OK')	image/jpeg	etag:%22658be524-2f33c%22	https://devhostco.xyz/madifax/images/breadcrumb_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/breadcrumb_bg.jpg	(from https://devhostco.xyz/madifax/css/style.css)
18:27:24	19876/19876	---M--	200	added ('OK')	image/png	etag:%2265897a1c-4da4%22	https://devhostco.xyz/madifax/images/shape-1.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/shape-1.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:24	69349/69349	---M--	200	added ('OK')	image/png	etag:%2265897a1c-10ee5%22	https://devhostco.xyz/madifax/images/banner_img_bg.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/banner_img_bg.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:25	3794/3794	---M--	200	added ('OK')	image/png	etag:%2265897a1c-ed2%22	https://devhostco.xyz/madifax/images/shape-5.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/shape-5.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:25	5507/5507	---M--	200	added ('OK')	image/png	etag:%2265897a1c-1583%22	https://devhostco.xyz/madifax/images/about_shape1.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/about_shape1.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:25	1085/1085	---M--	200	added ('OK')	image/png	etag:%2265897a1c-43d%22	https://devhostco.xyz/madifax/images/Vector-min.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Vector-min.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:25	1176/1176	---M--	200	added ('OK')	image/png	etag:%2265897a1c-498%22	https://devhostco.xyz/madifax/images/Vecto-plusr.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Vecto-plusr.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:26	22109/22109	---M--	200	added ('OK')	image/png	etag:%2265897a1c-565d%22	https://devhostco.xyz/madifax/images/shape-6.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/shape-6.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:26	3824/3824	---M--	200	added ('OK')	image/png	etag:%2265897a1c-ef0%22	https://devhostco.xyz/madifax/images/shape-2.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/shape-2.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:26	12832/12832	---M--	200	added ('OK')	image/png	etag:%2265897a1c-3220%22	https://devhostco.xyz/madifax/images/process_shape.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/process_shape.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:26	4693/4693	---M--	200	added ('OK')	image/png	etag:%2265897a1c-1255%22	https://devhostco.xyz/madifax/images/helpline_img2.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/helpline_img2.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:27	1433/1433	---M--	200	added ('OK')	image/png	etag:%2265897a1c-599%22	https://devhostco.xyz/madifax/images/review-shape.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/review-shape.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:27	27635/27635	---M--	200	added ('OK')	image/png	etag:%2265897a1c-6bf3%22	https://devhostco.xyz/madifax/images/shape-4.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/shape-4.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:27	6607/6607	---M--	200	added ('OK')	image/png	etag:%22658b2ce9-19cf%22	https://devhostco.xyz/madifax/images/home-2-banner-icon.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/home-2-banner-icon.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:27	651/651	---M--	200	added ('OK')	image/png	etag:%2265897a1c-28b%22	https://devhostco.xyz/madifax/images/text-cap.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/text-cap.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:27	438/438	---M--	200	added ('OK')	image/png	etag:%2265897a1c-1b6%22	https://devhostco.xyz/madifax/images/text-arrow-icon.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/text-arrow-icon.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:28	10055/10055	---M--	200	added ('OK')	image/png	etag:%226593a66e-2747%22	https://devhostco.xyz/madifax/images/pie-chart.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/pie-chart.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:28	5467/5467	---M--	200	added ('OK')	image/png	etag:%22658b2c9a-155b%22	https://devhostco.xyz/madifax/images/round-shape-for-banner.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/round-shape-for-banner.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:28	76891/76891	---M--	200	added ('OK')	image/jpeg	etag:%2265897a1c-12c5b%22	https://devhostco.xyz/madifax/images/searc_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/searc_bg.jpg	(from https://devhostco.xyz/madifax/css/style.css)
18:27:28	2777/2777	---M--	200	added ('OK')	image/png	etag:%2265897a1c-ad9%22	https://devhostco.xyz/madifax/images/half-round-about-shape.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/half-round-about-shape.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:29	337/337	---M--	200	added ('OK')	image/png	etag:%2265897a1c-151%22	https://devhostco.xyz/madifax/images/dot-dot-about-shape.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/dot-dot-about-shape.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:29	1565/1565	---M--	200	added ('OK')	image/png	etag:%2265897a1c-61d%22	https://devhostco.xyz/madifax/images/newslatter-shape.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/newslatter-shape.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:29	2641/2641	---M--	200	added ('OK')	image/png	etag:%2265897a1c-a51%22	https://devhostco.xyz/madifax/images/shape-7.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/shape-7.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:29	2512/2512	---M--	200	added ('OK')	image/png	etag:%2265897a1c-9d0%22	https://devhostco.xyz/madifax/images/dashboard_overview_shape.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/dashboard_overview_shape.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:29	375/375	---M--	200	added ('OK')	image/png	etag:%22659463c6-177%22	https://devhostco.xyz/madifax/images/calendar.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/calendar.png	(from https://devhostco.xyz/madifax/css/style.css)
18:27:30	5679/5679	---M--	200	added ('OK')	image/png	etag:%22658af49a-162f%22	https://devhostco.xyz/madifax/images/Logo_2.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Logo_2.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:30	207667/207667	---M--	200	added ('OK')	image/jpeg	etag:%22658b27e1-32b33%22	https://devhostco.xyz/madifax/images/home_tow_banner_bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/home_tow_banner_bg.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:30	634514/634514	---M--	200	added ('OK')	image/png	etag:%22658af49a-9ae92%22	https://devhostco.xyz/madifax/images/home-banner-tow.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/home-banner-tow.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:31	837/837	---M--	200	added ('OK')	image/png	etag:%22658af49a-345%22	https://devhostco.xyz/madifax/images/categories-icon-1.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/categories-icon-1.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:31	1172/1172	---M--	200	added ('OK')	image/png	etag:%22658af49a-494%22	https://devhostco.xyz/madifax/images/categories-icon-2.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/categories-icon-2.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:31	752/752	---M--	200	added ('OK')	image/png	etag:%22658af49a-2f0%22	https://devhostco.xyz/madifax/images/categories-icon-3.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/categories-icon-3.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:31	867/867	---M--	200	added ('OK')	image/png	etag:%22658af49a-363%22	https://devhostco.xyz/madifax/images/categories-icon-4.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/categories-icon-4.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:31	999/999	---M--	200	added ('OK')	image/png	etag:%22658af49a-3e7%22	https://devhostco.xyz/madifax/images/categories-icon-6.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/categories-icon-6.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:32	995/995	---M--	200	added ('OK')	image/png	etag:%22658af49a-3e3%22	https://devhostco.xyz/madifax/images/categories-icon-5.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/categories-icon-5.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:32	1590/1590	---M--	200	added ('OK')	image/png	etag:%22658af49a-636%22	https://devhostco.xyz/madifax/images/appointment-man-icon.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/appointment-man-icon.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:32	451527/451527	---M--	200	added ('OK')	image/png	etag:%22658af49a-6e3c7%22	https://devhostco.xyz/madifax/images/about-our-company.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/about-our-company.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:32	6171/6171	---M--	200	added ('OK')	image/png	etag:%22658af49a-181b%22	https://devhostco.xyz/madifax/images/signature.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/signature.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:33	157337/157337	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-26699%22	https://devhostco.xyz/madifax/images/medical-service-bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/medical-service-bg.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:33	57240/57240	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-df98%22	https://devhostco.xyz/madifax/images/our-medical-service-item-one.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/our-medical-service-item-one.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:33	606/606	---M--	200	added ('OK')	image/png	etag:%22658af49a-25e%22	https://devhostco.xyz/madifax/images/medical-service-icon-one.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/medical-service-icon-one.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:33	83245/83245	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-1452d%22	https://devhostco.xyz/madifax/images/our-medical-service-item-two.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/our-medical-service-item-two.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:33	608/608	---M--	200	added ('OK')	image/png	etag:%22658af49a-260%22	https://devhostco.xyz/madifax/images/medical-service-icon-two.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/medical-service-icon-two.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:34	75304/75304	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-12628%22	https://devhostco.xyz/madifax/images/our-medical-service-item-three.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/our-medical-service-item-three.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:34	441/441	---M--	200	added ('OK')	image/png	etag:%22658af49a-1b9%22	https://devhostco.xyz/madifax/images/medical-service-icon-three.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/medical-service-icon-three.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:34	59466/59466	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-e84a%22	https://devhostco.xyz/madifax/images/our-medical-service-item-four.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/our-medical-service-item-four.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:34	217137/217137	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-35031%22	https://devhostco.xyz/madifax/images/project-one.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/project-one.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:34	119714/119714	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-1d3a2%22	https://devhostco.xyz/madifax/images/project-tow.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/project-tow.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:35	103888/103888	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-195d0%22	https://devhostco.xyz/madifax/images/project-three.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/project-three.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:35	121825/121825	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-1dbe1%22	https://devhostco.xyz/madifax/images/project-four.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/project-four.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:35	85079/85079	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-14c57%22	https://devhostco.xyz/madifax/images/project-five.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/project-five.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:35	190249/190249	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-2e729%22	https://devhostco.xyz/madifax/images/project-six.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/project-six.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:36	365944/365944	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-59578%22	https://devhostco.xyz/madifax/images/testimonial-bg.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/testimonial-bg.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:36	26479/26479	---M--	200	added ('OK')	image/jpeg	etag:%226594500f-676f%22	https://devhostco.xyz/madifax/images/tweet1.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/tweet1.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:36	23361/23361	---M--	200	added ('OK')	image/jpeg	etag:%2265945013-5b41%22	https://devhostco.xyz/madifax/images/tweet2.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/tweet2.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:36	23041/23041	---M--	200	added ('OK')	image/jpeg	etag:%2265945015-5a01%22	https://devhostco.xyz/madifax/images/tweet3.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/tweet3.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:36	75428/75428	---M--	200	added ('OK')	image/png	etag:%22658af49a-126a4%22	https://devhostco.xyz/madifax/images/team-one.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-one.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:37	72789/72789	---M--	200	added ('OK')	image/png	etag:%22658af49a-11c55%22	https://devhostco.xyz/madifax/images/team-two.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-two.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:37	78959/78959	---M--	200	added ('OK')	image/png	etag:%22658af49a-1346f%22	https://devhostco.xyz/madifax/images/team-three.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-three.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:37	82845/82845	---M--	200	added ('OK')	image/png	etag:%22658af49a-1439d%22	https://devhostco.xyz/madifax/images/team-four.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/team-four.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:37	707762/707762	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-accb2%22	https://devhostco.xyz/madifax/images/appointment_bg_2.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/appointment_bg_2.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:38	3998/3998	---M--	200	added ('OK')	image/png	etag:%22658af49a-f9e%22	https://devhostco.xyz/madifax/images/madifax-logo.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/madifax-logo.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:38	59756/59756	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-e96c%22	https://devhostco.xyz/madifax/images/blog-8.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/blog-8.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:38	67900/67900	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-1093c%22	https://devhostco.xyz/madifax/images/blog-9.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/blog-9.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:38	72341/72341	---M--	200	added ('OK')	image/jpeg	etag:%22658af49a-11a95%22	https://devhostco.xyz/madifax/images/blog-10.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/blog-10.jpg	(from https://devhostco.xyz/madifax/index_2.html)
18:27:38	9059/9059	---M--	200	added ('OK')	image/png	etag:%22658af49a-2363%22	https://devhostco.xyz/madifax/images/company-one.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/company-one.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:39	7306/7306	---M--	200	added ('OK')	image/png	etag:%22658af49a-1c8a%22	https://devhostco.xyz/madifax/images/company-two.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/company-two.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:39	6734/6734	---M--	200	added ('OK')	image/png	etag:%22658af49a-1a4e%22	https://devhostco.xyz/madifax/images/company-three.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/company-three.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:39	7043/7043	---M--	200	added ('OK')	image/png	etag:%22658af49a-1b83%22	https://devhostco.xyz/madifax/images/company-four.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/company-four.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:39	6816/6816	---M--	200	added ('OK')	image/png	etag:%22658af49a-1aa0%22	https://devhostco.xyz/madifax/images/company-five.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/company-five.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:39	119019/119019	---M--	200	added ('OK')	image/png	etag:%22658bc7de-1d0eb%22	https://devhostco.xyz/madifax/images/footer-2-bg.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/footer-2-bg.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:40	15921/15921	---M--	200	added ('OK')	image/png	etag:%22658af49a-3e31%22	https://devhostco.xyz/madifax/images/footer-top-left-image.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/footer-top-left-image.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:40	2412/2412	---M--	200	added ('OK')	image/png	etag:%22658af49a-96c%22	https://devhostco.xyz/madifax/images/footer-logo-white.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/footer-logo-white.png	(from https://devhostco.xyz/madifax/index_2.html)
18:27:40	5769/5769	---M--	200	added ('OK')	image/png	etag:%22658b9b06-1689%22	https://devhostco.xyz/madifax/images/Logo_3.png	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/Logo_3.png	(from https://devhostco.xyz/madifax/index_3.html)
18:27:41	1302238/1302238	---M--	200	added ('OK')	image/jpeg	etag:%22658bd13b-13dede%22	https://devhostco.xyz/madifax/images/banner-bg-h3.jpg	C:/Users/SistanaLaptop/Desktop/moshaver/devhostco.xyz/madifax/images/banner-bg-h3.jpg	(from https://devhostco.xyz/madifax/index_3.html)
